,race,sex,age_cat,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,sensitive
5903,African-American,Male,1,1,0,0,0,1,0,AM
5904,African-American,Male,0,0,0,0,0,1,0,AM
5905,Caucasian,Female,1,0,0,0,0,0,0,CF
5906,Minority,Male,2,0,0,0,0,1,0,MM
5907,African-American,Male,1,0,0,0,0,1,0,AM
5908,Caucasian,Male,2,0,0,0,0,0,0,CM
5909,Caucasian,Male,2,0,0,0,0,1,0,CM
5910,Hispanic,Male,0,0,1,1,0,1,1,HM
5911,African-American,Male,1,1,0,0,0,0,0,AM
5912,Caucasian,Male,1,0,1,0,0,0,1,CM
5913,African-American,Male,1,0,0,0,0,1,1,AM
5914,Caucasian,Male,2,0,0,0,0,0,0,CM
5915,African-American,Female,1,0,0,0,0,0,1,AF
5916,African-American,Male,1,0,0,0,0,0,0,AM
5917,Hispanic,Male,0,0,0,1,0,1,0,HM
5918,African-American,Male,1,0,0,0,2,1,1,AM
5919,African-American,Male,1,0,0,0,0,0,0,AM
5920,Minority,Male,0,0,0,0,0,1,0,MM
5921,African-American,Male,1,0,0,0,0,0,1,AM
5922,African-American,Female,1,0,0,0,0,1,0,AF
5923,African-American,Male,0,0,0,0,0,1,0,AM
5924,African-American,Male,1,0,0,0,0,1,0,AM
5925,Caucasian,Male,1,0,0,0,0,0,0,CM
5926,Caucasian,Male,2,0,0,0,0,1,0,CM
5927,Caucasian,Male,1,0,0,0,0,1,1,CM
5928,African-American,Male,0,0,0,0,0,1,1,AM
5929,Caucasian,Male,2,0,0,0,0,1,0,CM
5930,Caucasian,Male,1,0,0,0,0,0,0,CM
5931,Hispanic,Female,1,0,0,0,0,0,0,HF
5932,African-American,Male,1,0,0,0,0,0,0,AM
5933,African-American,Male,1,0,0,1,0,0,1,AM
5934,Hispanic,Female,0,0,0,1,0,0,1,HF
5935,African-American,Male,2,0,0,0,0,1,1,AM
5936,Caucasian,Male,0,0,0,0,0,1,1,CM
5937,Caucasian,Male,1,0,0,0,0,0,0,CM
5938,African-American,Male,0,0,1,0,0,1,1,AM
5939,Caucasian,Female,1,0,0,0,0,0,0,CF
5940,African-American,Male,1,0,0,0,0,1,1,AM
5941,Caucasian,Male,1,0,0,0,0,0,1,CM
5942,Caucasian,Male,2,0,0,0,0,1,0,CM
5943,African-American,Male,1,0,0,0,0,0,1,AM
5944,African-American,Male,1,0,0,0,0,1,0,AM
5945,Hispanic,Female,1,0,0,0,0,1,0,HF
5946,African-American,Female,1,0,0,0,0,0,1,AF
5947,Caucasian,Male,0,0,0,1,0,1,0,CM
5948,Hispanic,Male,0,0,0,0,0,1,1,HM
5949,Caucasian,Male,1,0,0,0,0,1,1,CM
5950,Minority,Male,0,0,0,0,0,1,0,MM
5951,African-American,Male,2,0,0,0,2,1,1,AM
5952,Caucasian,Male,1,0,0,0,0,1,0,CM
5953,African-American,Male,1,0,0,0,1,1,1,AM
5954,Caucasian,Male,2,0,0,0,0,0,1,CM
5955,Caucasian,Male,2,0,0,0,0,1,0,CM
5956,Caucasian,Male,1,0,0,0,0,0,0,CM
5957,Minority,Male,1,0,0,0,0,1,1,MM
5958,Caucasian,Male,2,0,0,0,0,1,1,CM
5959,African-American,Male,0,0,0,0,0,1,0,AM
5960,African-American,Male,0,0,0,1,0,1,1,AM
5961,African-American,Male,1,0,0,0,0,1,0,AM
5962,African-American,Male,0,0,0,0,0,1,1,AM
5963,African-American,Female,2,0,0,0,0,0,0,AF
5964,African-American,Male,0,0,0,0,0,0,1,AM
5965,African-American,Male,1,0,0,0,0,1,0,AM
5966,Caucasian,Female,1,0,0,0,0,1,1,CF
5967,Caucasian,Male,1,0,0,0,0,1,0,CM
5968,African-American,Male,2,0,0,0,0,1,1,AM
5969,African-American,Male,0,1,0,0,0,1,1,AM
5970,Caucasian,Male,1,0,0,0,1,1,1,CM
5971,Caucasian,Male,2,0,0,0,0,1,1,CM
5972,Hispanic,Male,2,0,0,0,0,0,0,HM
5973,African-American,Male,1,0,1,1,1,1,1,AM
5974,African-American,Male,0,1,0,0,0,1,0,AM
5975,Caucasian,Male,1,0,0,0,0,1,0,CM
5976,Caucasian,Male,2,0,0,0,0,0,1,CM
5977,African-American,Male,1,0,0,0,0,0,0,AM
5978,Minority,Male,1,0,0,0,0,0,0,MM
5979,Caucasian,Male,1,1,0,0,0,1,1,CM
5980,African-American,Male,1,0,0,0,0,1,0,AM
5981,African-American,Male,1,1,0,0,1,1,1,AM
5982,Minority,Male,0,0,0,0,0,0,0,MM
5983,Caucasian,Female,2,0,0,0,0,1,0,CF
5984,Caucasian,Female,1,0,0,0,0,1,0,CF
5985,African-American,Male,1,0,0,0,0,1,0,AM
5986,Caucasian,Male,0,0,0,1,0,1,0,CM
5987,African-American,Male,1,0,0,0,0,1,1,AM
5988,African-American,Male,0,0,1,1,0,0,1,AM
5989,African-American,Female,0,0,0,0,0,0,0,AF
5990,Minority,Male,1,0,0,0,0,1,1,MM
5991,Caucasian,Male,1,0,0,0,0,1,0,CM
5992,Caucasian,Male,0,0,1,1,0,1,1,CM
5993,Caucasian,Male,0,1,0,0,0,1,1,CM
5994,Caucasian,Male,0,0,0,0,0,1,1,CM
5995,African-American,Male,1,0,0,0,2,1,1,AM
5996,Minority,Female,1,0,0,0,0,1,1,MF
5997,Caucasian,Male,2,0,0,0,0,1,1,CM
5998,African-American,Male,1,0,0,0,0,0,0,AM
5999,Caucasian,Female,2,0,0,0,0,1,0,CF
6000,African-American,Male,1,1,1,1,1,0,1,AM
6001,African-American,Male,1,0,0,0,0,1,0,AM
6002,African-American,Male,0,0,0,0,0,1,0,AM
6003,African-American,Male,1,0,0,0,0,1,0,AM
6004,Minority,Male,1,0,0,0,0,1,1,MM
6005,Caucasian,Male,2,0,0,0,0,1,0,CM
6006,Hispanic,Male,1,0,0,0,0,0,1,HM
6007,African-American,Male,0,0,0,0,0,1,0,AM
6008,Caucasian,Male,0,0,0,0,0,1,0,CM
6009,Caucasian,Female,0,0,0,0,0,1,1,CF
6010,Hispanic,Male,1,0,0,0,0,0,1,HM
6011,Caucasian,Male,1,0,0,0,0,1,1,CM
6012,African-American,Female,1,0,0,0,0,0,1,AF
6013,African-American,Male,0,0,0,0,0,1,0,AM
6014,Hispanic,Female,2,0,0,0,0,0,1,HF
6015,African-American,Female,1,0,0,0,1,1,1,AF
6016,Caucasian,Female,1,0,0,0,0,0,0,CF
6017,African-American,Male,2,0,0,0,1,1,1,AM
6018,African-American,Male,1,0,1,0,0,0,0,AM
6019,Hispanic,Male,0,1,0,0,0,1,1,HM
6020,Hispanic,Male,2,0,0,0,0,1,0,HM
6021,Caucasian,Male,2,0,0,0,0,1,0,CM
6022,African-American,Male,2,0,0,0,0,1,1,AM
6023,African-American,Female,1,0,0,0,0,0,0,AF
6024,Caucasian,Male,1,0,0,0,0,1,1,CM
6025,Minority,Male,1,0,0,0,0,1,1,MM
6026,Minority,Male,1,0,0,0,0,1,0,MM
6027,African-American,Male,0,0,0,1,0,1,1,AM
6028,Caucasian,Female,2,0,0,0,1,1,0,CF
6029,Hispanic,Male,1,0,0,0,0,1,0,HM
6030,Hispanic,Male,1,0,0,0,0,0,0,HM
6031,African-American,Male,1,0,0,0,0,1,1,AM
6032,African-American,Male,1,0,0,0,0,0,0,AM
6033,African-American,Male,1,0,1,0,1,1,1,AM
6034,African-American,Male,1,0,0,0,0,1,1,AM
6035,Hispanic,Male,0,1,0,0,0,1,1,HM
6036,Caucasian,Male,2,0,0,0,0,1,0,CM
6037,African-American,Male,0,0,0,0,0,1,0,AM
6038,Caucasian,Male,0,0,0,0,0,0,0,CM
6039,Caucasian,Male,2,0,0,0,0,0,0,CM
6040,African-American,Male,1,0,0,0,0,0,0,AM
6041,Caucasian,Male,1,0,0,0,0,0,0,CM
6042,Caucasian,Male,0,0,0,0,0,1,1,CM
6043,Caucasian,Male,1,0,0,0,0,1,0,CM
6044,African-American,Male,1,0,0,1,0,0,1,AM
6045,Caucasian,Male,1,0,0,0,0,1,1,CM
6046,Caucasian,Male,1,0,0,0,0,1,0,CM
6047,African-American,Male,0,0,0,0,0,0,0,AM
6048,Caucasian,Female,0,0,0,0,0,0,0,CF
6049,Caucasian,Male,1,0,0,1,0,1,0,CM
6050,Caucasian,Male,1,0,0,0,0,1,1,CM
6051,African-American,Female,1,0,0,0,0,1,0,AF
6052,African-American,Female,1,0,0,0,0,1,0,AF
6053,Caucasian,Male,2,0,0,0,0,1,0,CM
6054,African-American,Female,1,0,0,0,0,1,0,AF
6055,African-American,Male,0,0,0,0,0,1,1,AM
6056,African-American,Male,1,1,0,0,0,1,1,AM
6057,Caucasian,Male,1,0,0,0,0,1,0,CM
6058,Caucasian,Male,1,0,0,0,0,1,0,CM
6059,Caucasian,Male,1,0,0,0,0,1,0,CM
6060,African-American,Male,0,0,0,1,0,1,1,AM
6061,African-American,Male,1,0,0,0,0,0,0,AM
6062,Caucasian,Female,2,0,0,0,0,0,0,CF
6063,African-American,Male,1,0,0,0,0,1,1,AM
6064,African-American,Male,2,0,0,0,2,1,0,AM
6065,Minority,Male,1,0,0,0,0,0,0,MM
6066,Caucasian,Male,1,0,0,0,0,1,0,CM
6067,African-American,Male,1,0,0,0,0,1,0,AM
6068,Caucasian,Male,1,0,0,0,0,1,1,CM
6069,Caucasian,Male,1,0,1,0,1,1,1,CM
6070,African-American,Male,1,0,0,0,0,1,0,AM
6071,Caucasian,Male,2,0,0,0,0,0,0,CM
6072,Caucasian,Male,1,0,0,0,0,1,1,CM
6073,Caucasian,Female,2,0,0,0,0,1,0,CF
6074,African-American,Male,1,0,0,0,0,1,1,AM
6075,African-American,Male,1,0,0,0,0,1,0,AM
6076,Hispanic,Male,2,0,0,0,0,1,0,HM
6077,African-American,Female,1,0,0,0,0,1,0,AF
6078,Caucasian,Female,1,0,0,0,0,0,0,CF
6079,Caucasian,Male,1,0,0,0,0,1,1,CM
6080,African-American,Female,1,0,0,1,0,0,0,AF
6081,African-American,Male,1,0,0,0,0,0,0,AM
6082,Caucasian,Male,2,0,0,0,0,0,0,CM
6083,Caucasian,Female,2,0,0,0,0,1,0,CF
6084,Caucasian,Male,0,0,0,1,0,1,1,CM
6085,African-American,Male,1,0,0,0,0,1,0,AM
6086,Caucasian,Male,2,0,0,0,0,0,0,CM
6087,African-American,Female,1,0,0,0,0,0,0,AF
6088,Caucasian,Female,1,0,0,0,0,0,0,CF
6089,Caucasian,Female,1,0,0,0,0,0,0,CF
6090,African-American,Female,0,0,0,0,0,1,0,AF
6091,Caucasian,Male,1,0,0,0,0,1,1,CM
6092,Caucasian,Male,1,0,0,0,0,1,0,CM
6093,African-American,Male,2,0,0,0,0,1,0,AM
6094,African-American,Male,0,0,0,0,0,1,1,AM
6095,Caucasian,Female,0,0,0,0,0,1,0,CF
6096,African-American,Male,1,0,0,0,0,1,0,AM
6097,African-American,Male,1,0,0,0,0,1,1,AM
6098,Hispanic,Male,1,0,0,0,0,1,0,HM
6099,African-American,Female,1,0,0,0,0,1,1,AF
6100,African-American,Male,2,0,0,0,0,0,0,AM
6101,Hispanic,Male,1,0,0,0,0,0,0,HM
6102,Minority,Male,1,0,0,0,0,1,1,MM
6103,Caucasian,Male,0,0,0,0,0,1,1,CM
6104,African-American,Male,1,0,0,0,0,0,0,AM
6105,African-American,Male,0,0,0,1,0,0,1,AM
6106,African-American,Male,2,0,0,0,2,1,1,AM
6107,Caucasian,Female,2,0,0,0,0,1,1,CF
6108,Minority,Male,2,0,0,0,0,1,0,MM
6109,Caucasian,Male,2,0,0,0,0,1,0,CM
6110,Hispanic,Female,2,0,0,0,0,1,0,HF
6111,African-American,Male,1,0,0,0,0,1,1,AM
6112,African-American,Male,1,0,0,0,1,0,1,AM
6113,African-American,Male,2,0,0,0,0,0,0,AM
6114,African-American,Male,0,1,0,0,0,1,1,AM
6115,Caucasian,Male,0,0,1,0,0,0,1,CM
6116,Caucasian,Female,1,0,0,0,0,1,1,CF
6117,Hispanic,Male,2,0,0,0,0,1,1,HM
6118,Caucasian,Male,1,0,0,0,0,0,1,CM
6119,African-American,Male,0,0,0,0,0,1,1,AM
6120,Hispanic,Female,1,0,0,0,0,1,0,HF
6121,African-American,Male,0,0,0,0,0,1,0,AM
6122,African-American,Male,2,0,0,0,0,0,1,AM
6123,African-American,Male,2,0,0,0,0,1,1,AM
6124,African-American,Male,1,0,0,0,0,1,0,AM
6125,Caucasian,Male,1,0,0,0,0,1,0,CM
6126,African-American,Female,1,0,0,0,0,0,1,AF
6127,Caucasian,Male,1,0,0,0,0,1,1,CM
6128,Hispanic,Male,0,0,0,0,0,1,1,HM
6129,African-American,Male,1,0,0,0,0,0,0,AM
6130,African-American,Male,2,0,0,0,0,1,1,AM
6131,African-American,Female,1,0,0,0,0,0,0,AF
6132,Caucasian,Male,0,0,0,0,0,1,0,CM
6133,Caucasian,Male,1,0,0,0,0,1,0,CM
6134,African-American,Male,2,0,0,0,2,1,0,AM
6135,Caucasian,Male,0,0,1,0,0,1,0,CM
6136,Caucasian,Male,1,0,0,0,0,1,1,CM
6137,Caucasian,Male,0,0,0,0,0,0,0,CM
6138,African-American,Male,1,0,0,0,0,0,0,AM
6139,African-American,Male,1,1,1,0,0,1,1,AM
6140,Caucasian,Male,1,0,0,0,0,0,0,CM
6141,African-American,Male,1,0,0,0,0,1,1,AM
6142,African-American,Male,2,0,0,0,1,0,0,AM
6143,Minority,Male,2,1,0,0,2,1,1,MM
6144,Minority,Female,2,0,0,0,0,0,0,MF
6145,African-American,Female,1,0,0,0,0,1,1,AF
6146,African-American,Male,1,0,0,0,0,0,0,AM
6147,African-American,Male,2,0,0,0,0,1,1,AM
6148,African-American,Male,0,1,0,1,0,1,0,AM
6149,African-American,Female,1,0,0,0,0,1,1,AF
6150,Minority,Male,1,0,0,0,0,1,0,MM
6151,Hispanic,Male,2,0,0,0,0,1,0,HM
6152,Caucasian,Female,1,0,0,0,0,1,1,CF
6153,Minority,Female,1,0,0,0,0,1,0,MF
6154,Caucasian,Male,1,0,0,0,0,1,0,CM
6155,Caucasian,Male,1,0,0,0,0,0,0,CM
6156,African-American,Male,2,0,0,0,0,1,0,AM
6157,Minority,Male,2,0,0,0,0,1,1,MM
6158,African-American,Male,1,0,0,0,0,1,1,AM
6159,Caucasian,Male,1,0,0,0,0,1,0,CM
6160,Caucasian,Male,2,0,0,0,0,1,0,CM
6161,Caucasian,Male,2,0,0,0,0,0,0,CM
6162,Caucasian,Female,1,0,0,0,0,1,1,CF
6163,Caucasian,Male,1,0,0,0,0,1,0,CM
6164,Minority,Male,1,0,0,0,0,1,1,MM
6165,African-American,Male,0,0,0,0,0,0,1,AM
6166,Hispanic,Male,1,0,0,0,0,0,1,HM
6167,Caucasian,Male,0,0,0,0,0,0,0,CM
6168,African-American,Male,1,0,0,0,1,1,1,AM
6169,African-American,Male,1,0,0,0,0,0,1,AM
6170,African-American,Female,1,0,0,0,0,1,1,AF
6171,African-American,Male,1,0,0,0,1,1,0,AM
6172,Minority,Female,2,0,0,0,0,1,1,MF
6173,African-American,Female,1,0,0,0,0,0,0,AF
6174,African-American,Male,1,0,0,0,1,1,1,AM
6175,Caucasian,Male,1,0,0,0,0,0,1,CM
6176,Caucasian,Male,2,0,0,0,0,1,0,CM
6177,African-American,Male,1,0,0,0,0,1,0,AM
6178,Caucasian,Male,1,0,0,0,0,1,1,CM
6179,African-American,Male,2,0,0,0,0,1,1,AM
6180,African-American,Male,1,0,0,1,0,1,0,AM
6181,Caucasian,Female,2,0,0,0,0,1,0,CF
6182,Caucasian,Male,2,0,0,0,0,0,0,CM
6183,Hispanic,Male,0,0,0,0,0,1,1,HM
6184,African-American,Female,1,0,0,0,0,0,0,AF
6185,African-American,Male,1,0,0,0,0,1,0,AM
6186,Caucasian,Male,0,0,0,0,0,1,0,CM
6187,African-American,Male,1,0,0,0,1,1,1,AM
6188,Hispanic,Male,0,0,1,0,0,1,0,HM
6189,African-American,Male,2,0,0,0,2,1,0,AM
6190,African-American,Male,1,0,0,0,0,1,1,AM
6191,African-American,Male,0,0,0,0,0,1,0,AM
6192,African-American,Male,1,0,0,0,0,0,1,AM
6193,African-American,Male,1,0,0,0,0,1,1,AM
6194,African-American,Male,1,0,1,0,1,1,1,AM
6195,Caucasian,Female,1,0,0,0,0,1,0,CF
6196,Minority,Male,1,0,0,0,0,1,0,MM
6197,Caucasian,Male,2,0,0,0,0,0,0,CM
6198,African-American,Female,0,0,0,0,0,1,0,AF
6199,African-American,Male,1,0,0,0,0,1,1,AM
6200,African-American,Male,1,0,0,1,1,0,1,AM
6201,African-American,Male,0,0,0,0,0,0,1,AM
6202,Minority,Male,0,0,0,0,0,0,0,MM
6203,Hispanic,Male,1,0,0,0,0,0,0,HM
6204,Hispanic,Male,1,0,0,0,0,0,0,HM
6205,Caucasian,Male,2,0,0,0,0,0,1,CM
6206,Hispanic,Male,1,0,0,0,0,0,0,HM
6207,Caucasian,Male,0,0,0,0,0,0,0,CM
6208,African-American,Female,2,0,0,0,0,1,0,AF
6209,African-American,Male,0,0,0,0,0,1,1,AM
6210,African-American,Male,1,0,0,0,1,1,0,AM
6211,African-American,Male,1,0,0,0,0,1,0,AM
6212,African-American,Female,1,0,0,0,0,1,0,AF
6213,Caucasian,Male,2,0,0,0,0,1,0,CM
6214,African-American,Male,1,0,0,0,1,1,1,AM
6215,Caucasian,Female,1,0,0,0,0,0,0,CF
6216,African-American,Male,0,0,0,0,0,1,1,AM
6217,Caucasian,Male,0,0,0,0,0,0,1,CM
6218,Caucasian,Male,0,0,0,0,0,0,0,CM
6219,African-American,Male,1,0,0,0,0,0,0,AM
6220,African-American,Male,1,0,0,0,0,1,0,AM
6221,Caucasian,Male,1,0,0,0,0,1,0,CM
6222,Hispanic,Male,0,0,1,0,0,1,1,HM
6223,African-American,Male,1,0,0,0,0,1,0,AM
6224,African-American,Male,1,0,0,0,2,1,1,AM
6225,Caucasian,Male,1,0,1,0,0,1,0,CM
6226,Hispanic,Male,2,0,0,0,0,0,0,HM
6227,African-American,Male,1,0,0,1,0,0,0,AM
6228,African-American,Male,0,0,0,0,0,0,1,AM
6229,African-American,Male,1,0,0,0,0,1,1,AM
6230,Hispanic,Male,1,0,0,0,0,1,0,HM
6231,African-American,Male,2,0,0,0,0,0,0,AM
6232,African-American,Male,1,0,0,0,0,1,0,AM
6233,African-American,Male,1,0,0,0,0,1,0,AM
6234,African-American,Male,1,0,1,0,0,1,0,AM
6235,Caucasian,Female,2,0,0,0,0,1,0,CF
6236,Caucasian,Female,1,0,0,0,0,0,0,CF
6237,Caucasian,Male,1,0,0,0,0,1,1,CM
6238,African-American,Male,1,0,0,0,0,1,1,AM
6239,Caucasian,Male,1,0,0,0,0,0,0,CM
6240,Caucasian,Female,0,0,0,0,0,1,0,CF
6241,African-American,Male,1,0,0,0,0,0,0,AM
6242,African-American,Male,2,0,0,0,1,1,0,AM
6243,African-American,Male,1,0,0,0,0,1,1,AM
6244,Hispanic,Male,2,0,0,0,0,0,0,HM
6245,Hispanic,Male,1,0,0,0,0,1,1,HM
6246,African-American,Male,0,0,1,0,0,1,1,AM
6247,African-American,Male,2,0,0,0,2,1,1,AM
6248,Hispanic,Male,0,0,0,0,0,1,0,HM
6249,African-American,Female,1,0,0,0,2,0,1,AF
6250,Hispanic,Male,1,0,0,0,0,0,0,HM
6251,African-American,Male,0,1,0,0,0,1,1,AM
6252,Caucasian,Male,1,0,0,0,0,1,0,CM
6253,African-American,Male,1,0,0,0,0,1,1,AM
6254,African-American,Male,1,0,0,1,0,1,1,AM
6255,African-American,Male,0,0,0,0,0,1,1,AM
6256,Caucasian,Male,1,0,0,0,0,0,1,CM
6257,African-American,Male,2,0,0,0,0,1,0,AM
6258,Caucasian,Male,1,0,0,0,0,0,0,CM
6259,Caucasian,Female,2,0,0,0,0,1,0,CF
6260,African-American,Male,2,0,0,0,1,1,1,AM
6261,Hispanic,Male,1,0,0,0,0,1,1,HM
6262,Caucasian,Male,2,0,0,0,0,0,0,CM
6263,Caucasian,Male,1,0,0,0,0,0,0,CM
6264,Hispanic,Male,1,0,0,0,0,1,0,HM
6265,African-American,Female,1,0,0,0,0,0,0,AF
6266,Caucasian,Female,0,0,0,0,0,1,1,CF
6267,Caucasian,Male,1,0,0,0,0,1,1,CM
6268,African-American,Male,1,0,0,0,0,0,0,AM
6269,Caucasian,Male,0,0,0,0,0,1,0,CM
6270,Caucasian,Male,0,0,0,0,0,1,1,CM
6271,African-American,Female,1,0,0,0,0,1,0,AF
6272,African-American,Male,1,0,0,0,0,1,1,AM
6273,Caucasian,Male,1,0,0,0,0,0,0,CM
6274,African-American,Male,0,0,0,1,0,1,1,AM
6275,African-American,Male,1,0,0,0,0,1,0,AM
6276,Minority,Female,2,0,0,0,0,1,0,MF
6277,Minority,Male,2,0,0,0,0,0,0,MM
6278,African-American,Male,1,0,0,0,0,0,0,AM
6279,African-American,Male,1,0,0,0,0,1,0,AM
6280,African-American,Female,0,0,0,0,0,1,0,AF
6281,African-American,Female,2,0,0,0,0,1,1,AF
6282,African-American,Female,0,0,0,1,0,0,1,AF
6283,Caucasian,Male,2,0,0,0,0,1,0,CM
6284,African-American,Male,2,0,0,0,0,0,0,AM
6285,African-American,Male,0,0,0,1,0,1,1,AM
6286,Caucasian,Male,1,0,0,0,0,1,0,CM
6287,Caucasian,Female,2,0,0,0,0,1,0,CF
6288,African-American,Male,1,0,0,1,0,1,1,AM
6289,Caucasian,Male,0,0,0,0,0,0,0,CM
6290,Caucasian,Male,1,1,0,0,0,1,1,CM
6291,Hispanic,Female,1,0,0,0,0,1,1,HF
6292,African-American,Female,1,0,0,0,0,1,1,AF
6293,African-American,Male,0,1,0,1,0,1,1,AM
6294,Caucasian,Female,1,0,0,0,0,1,1,CF
6295,Caucasian,Female,0,0,0,0,0,1,0,CF
6296,Hispanic,Female,1,0,0,1,0,0,1,HF
6297,Caucasian,Male,1,0,0,0,0,0,1,CM
6298,Caucasian,Male,2,0,0,0,0,1,1,CM
6299,African-American,Male,1,0,0,0,0,1,0,AM
6300,African-American,Male,1,0,0,0,0,1,1,AM
6301,Caucasian,Male,1,0,0,0,0,1,0,CM
6302,Caucasian,Male,2,0,0,0,1,1,1,CM
6303,Caucasian,Male,0,0,1,1,0,1,1,CM
6304,Caucasian,Male,2,0,0,0,0,1,0,CM
6305,African-American,Male,1,0,0,0,0,0,0,AM
6306,Minority,Male,1,0,0,0,0,1,1,MM
6307,African-American,Male,1,1,0,0,0,1,1,AM
6308,Caucasian,Female,1,0,0,0,0,1,1,CF
6309,African-American,Female,0,0,0,0,0,1,1,AF
6310,African-American,Female,0,0,0,0,0,1,0,AF
6311,Caucasian,Male,1,0,0,0,0,0,0,CM
6312,Caucasian,Female,0,0,0,1,0,0,0,CF
6313,Caucasian,Male,2,0,0,0,0,1,0,CM
6314,Hispanic,Male,1,0,0,0,0,1,0,HM
6315,Hispanic,Male,0,0,0,0,0,1,0,HM
6316,Caucasian,Female,1,0,0,0,0,1,0,CF
6317,African-American,Male,1,0,1,1,1,1,1,AM
6318,African-American,Male,1,0,1,1,2,0,1,AM
6319,Caucasian,Male,2,0,0,0,0,1,0,CM
6320,Caucasian,Male,1,0,0,0,0,1,0,CM
6321,African-American,Male,0,0,0,0,0,0,0,AM
6322,Caucasian,Male,1,0,0,0,0,0,0,CM
6323,African-American,Female,1,0,0,0,0,0,1,AF
6324,Caucasian,Male,2,0,0,0,0,1,0,CM
6325,Hispanic,Male,1,0,0,0,0,1,0,HM
6326,Caucasian,Male,0,0,0,0,0,1,0,CM
6327,African-American,Male,2,0,0,0,0,1,1,AM
6328,Caucasian,Male,1,0,0,0,0,0,1,CM
6329,African-American,Male,1,0,0,0,0,1,1,AM
6330,African-American,Male,1,1,1,1,0,0,0,AM
6331,African-American,Male,1,0,0,0,0,0,0,AM
6332,Caucasian,Male,2,0,0,0,0,0,0,CM
6333,African-American,Female,1,0,0,0,0,0,0,AF
6334,Caucasian,Female,1,0,0,0,0,1,1,CF
6335,African-American,Male,0,0,0,0,0,1,0,AM
6336,Caucasian,Male,0,0,0,0,0,1,1,CM
6337,African-American,Female,1,0,0,0,0,0,0,AF
6338,African-American,Male,1,0,0,0,0,1,0,AM
6339,Caucasian,Male,0,0,0,0,0,1,0,CM
6340,African-American,Male,2,0,0,0,0,1,0,AM
6341,Caucasian,Male,0,0,1,1,0,0,1,CM
6342,African-American,Male,1,0,0,0,0,1,0,AM
6343,African-American,Male,1,0,0,0,0,1,0,AM
6344,African-American,Male,0,0,0,1,0,1,1,AM
6345,African-American,Male,0,0,0,1,0,0,1,AM
6346,African-American,Male,0,0,0,0,0,1,0,AM
6347,African-American,Male,1,0,0,0,0,0,0,AM
6348,African-American,Male,1,0,0,0,0,0,0,AM
6349,African-American,Female,1,0,0,0,0,0,0,AF
6350,African-American,Male,1,0,0,0,0,1,0,AM
6351,Hispanic,Male,1,0,0,1,0,1,0,HM
6352,Caucasian,Male,1,0,0,0,0,0,0,CM
6353,African-American,Male,0,0,0,0,0,1,1,AM
6354,Minority,Male,1,0,0,0,0,1,0,MM
6355,African-American,Female,1,0,0,0,0,1,1,AF
6356,African-American,Male,0,0,0,0,0,1,0,AM
6357,Caucasian,Female,0,0,1,0,0,0,0,CF
6358,Minority,Female,1,0,1,0,0,1,1,MF
6359,African-American,Male,1,0,0,0,0,1,1,AM
6360,African-American,Female,0,0,0,0,0,1,0,AF
6361,African-American,Male,1,0,0,0,0,1,1,AM
6362,African-American,Male,1,0,0,0,0,1,1,AM
6363,Caucasian,Male,1,0,0,0,0,0,0,CM
6364,African-American,Male,0,0,0,0,0,1,1,AM
6365,Caucasian,Male,1,0,0,0,0,1,0,CM
6366,Caucasian,Female,2,0,0,0,0,0,0,CF
6367,Caucasian,Male,1,0,0,0,0,1,1,CM
6368,Caucasian,Male,0,0,0,0,0,1,1,CM
6369,African-American,Male,0,0,0,0,0,0,0,AM
6370,African-American,Female,2,0,0,0,0,1,0,AF
6371,Minority,Male,2,0,0,0,0,0,0,MM
6372,African-American,Male,1,0,1,1,1,1,1,AM
6373,African-American,Female,1,0,0,0,0,1,1,AF
6374,Caucasian,Male,1,0,0,0,0,0,0,CM
6375,African-American,Female,0,0,0,0,0,0,0,AF
6376,African-American,Male,0,0,0,0,0,1,1,AM
6377,African-American,Male,0,0,0,0,0,1,1,AM
6378,Caucasian,Male,0,0,0,0,0,1,0,CM
6379,Hispanic,Male,2,0,0,0,0,0,0,HM
6380,Caucasian,Male,2,0,0,0,0,1,0,CM
6381,African-American,Male,1,0,0,0,0,0,0,AM
6382,African-American,Male,2,0,0,0,1,1,1,AM
6383,African-American,Male,0,0,1,0,0,0,1,AM
6384,African-American,Male,0,1,0,1,0,1,1,AM
6385,African-American,Male,1,0,0,0,0,1,0,AM
6386,African-American,Male,0,0,0,0,0,0,1,AM
6387,Hispanic,Male,0,0,0,0,0,0,0,HM
6388,African-American,Male,1,0,0,0,0,1,1,AM
6389,African-American,Male,1,0,0,0,1,1,1,AM
6390,Caucasian,Male,2,1,0,0,1,1,1,CM
6391,African-American,Male,0,0,0,1,0,1,0,AM
6392,African-American,Female,0,0,0,0,0,1,1,AF
6393,Minority,Male,1,0,0,0,0,0,0,MM
6394,African-American,Male,1,0,0,0,0,1,1,AM
6395,African-American,Male,1,0,0,0,0,1,1,AM
6396,African-American,Male,1,0,0,0,0,0,1,AM
6397,Caucasian,Male,1,0,0,0,0,1,1,CM
6398,Caucasian,Male,2,0,0,0,0,1,0,CM
6399,Caucasian,Male,1,0,0,0,0,0,0,CM
6400,African-American,Male,1,0,0,0,0,0,0,AM
6401,African-American,Male,0,0,0,1,0,1,1,AM
